time,id,x,y,angle,type,speed,pos,lane,slope
20.95,A_CAV0,299.4,35.6,90.0,A_CAV,13.84,299.4,E4_0,0.0
20.95,A_CAV1,323.38,35.6,90.0,A_CAV,13.86,323.38,E4_0,0.0
20.95,A_CAV10,344.52,45.2,90.0,A_CAV,12.69,344.52,E4_3,0.0
20.95,A_CAV11,308.71,48.4,90.0,A_CAV,13.78,308.71,E4_4,0.0
20.95,A_CAV2,276.07,35.6,90.0,A_CAV,13.81,276.07,E4_0,0.0
20.95,A_CAV3,253.01,35.6,90.0,A_CAV,13.77,253.01,E4_0,0.0
20.95,A_CAV4,309.26,38.8,90.0,A_CAV,13.83,309.26,E4_1,0.0
20.95,A_CAV5,260.14,38.8,90.0,A_CAV,11.92,260.14,E4_1,0.0
20.95,A_CAV6,261.05,42.0,90.0,A_CAV,13.83,261.05,E4_2,0.0
20.95,A_CAV7,236.76,42.0,90.0,A_CAV,13.47,236.76,E4_2,0.0
20.95,A_CAV8,344.43,42.0,90.0,A_CAV,13.84,344.43,E4_2,0.0
20.95,A_CAV9,331.98,48.4,90.0,A_CAV,13.84,331.98,E4_4,0.0
20.95,E_CAV0.0,352.51,35.6,90.0,E_CAV,14.88,352.51,E4_0,0.0
20.95,E_CAV1.0,377.01,35.6,90.0,E_CAV,14.88,377.01,E4_0,0.0
20.95,E_CAV2.0,393.83,45.2,90.0,E_CAV,14.86,393.83,E4_3,0.0
20.95,E_CAV3.0,413.52,35.6,90.0,E_CAV,14.59,413.52,E4_0,0.0
20.95,E_CAV4.0,401.74,38.8,90.0,E_CAV,13.26,401.74,E4_1,0.0
21.0,A_CAV0,300.1,35.6,90.0,A_CAV,13.86,300.1,E4_0,0.0
21.0,A_CAV1,324.07,35.6,90.0,A_CAV,13.88,324.07,E4_0,0.0
21.0,A_CAV10,345.15,45.2,90.0,A_CAV,12.68,345.15,E4_3,0.0
21.0,A_CAV11,309.4,48.4,90.0,A_CAV,13.79,309.4,E4_4,0.0
21.0,A_CAV2,276.76,35.6,90.0,A_CAV,13.78,276.76,E4_0,0.0
21.0,A_CAV3,253.69,35.6,90.0,A_CAV,13.69,253.69,E4_0,0.0
21.0,A_CAV4,309.96,38.8,90.0,A_CAV,13.84,309.96,E4_1,0.0
21.0,A_CAV5,260.74,38.8,90.0,A_CAV,11.96,260.74,E4_1,0.0
21.0,A_CAV6,261.74,42.0,90.0,A_CAV,13.88,261.74,E4_2,0.0
21.0,A_CAV7,237.43,42.0,90.0,A_CAV,13.49,237.43,E4_2,0.0
21.0,A_CAV8,345.12,42.0,90.0,A_CAV,13.84,345.12,E4_2,0.0
21.0,A_CAV9,332.67,48.4,90.0,A_CAV,13.88,332.67,E4_4,0.0
21.0,E_CAV0.0,353.26,35.6,90.0,E_CAV,14.86,353.26,E4_0,0.0
21.0,E_CAV1.0,377.75,35.6,90.0,E_CAV,14.89,377.75,E4_0,0.0
21.0,E_CAV2.0,394.57,45.2,90.0,E_CAV,14.86,394.57,E4_3,0.0
21.0,E_CAV3.0,414.25,35.6,90.0,E_CAV,14.6,414.25,E4_0,0.0
21.0,E_CAV4.0,402.4,38.8,90.0,E_CAV,13.29,402.4,E4_1,0.0
21.05,A_CAV0,300.79,35.6,90.0,A_CAV,13.87,300.79,E4_0,0.0
21.05,A_CAV1,324.77,35.6,90.0,A_CAV,13.85,324.77,E4_0,0.0
21.05,A_CAV10,345.79,45.2,90.0,A_CAV,12.67,345.79,E4_3,0.0
21.05,A_CAV11,310.09,48.4,90.0,A_CAV,13.82,310.09,E4_4,0.0
21.05,A_CAV2,277.45,35.6,90.0,A_CAV,13.8,277.45,E4_0,0.0
21.05,A_CAV3,254.38,35.6,90.0,A_CAV,13.69,254.38,E4_0,0.0
21.05,A_CAV4,310.65,38.8,90.0,A_CAV,13.84,310.65,E4_1,0.0
21.05,A_CAV5,261.33,38.8,90.0,A_CAV,11.95,261.33,E4_1,0.0
21.05,A_CAV6,262.43,42.0,90.0,A_CAV,13.87,262.43,E4_2,0.0
21.05,A_CAV7,238.11,42.0,90.0,A_CAV,13.45,238.11,E4_2,0.0
21.05,A_CAV8,345.81,42.0,90.0,A_CAV,13.83,345.81,E4_2,0.0
21.05,A_CAV9,333.37,48.4,90.0,A_CAV,13.86,333.37,E4_4,0.0
21.05,E_CAV0.0,354.0,35.6,90.0,E_CAV,14.86,354.0,E4_0,0.0
21.05,E_CAV1.0,378.49,35.6,90.0,E_CAV,14.87,378.49,E4_0,0.0
21.05,E_CAV2.0,395.31,45.2,90.0,E_CAV,14.87,395.31,E4_3,0.0
21.05,E_CAV3.0,414.98,35.6,90.0,E_CAV,14.62,414.98,E4_0,0.0
21.05,E_CAV4.0,403.07,38.8,90.0,E_CAV,13.23,403.07,E4_1,0.0
21.1,A_CAV0,301.48,35.6,90.0,A_CAV,13.84,301.48,E4_0,0.0
21.1,A_CAV1,325.46,35.6,90.0,A_CAV,13.83,325.46,E4_0,0.0
21.1,A_CAV10,346.42,45.2,90.0,A_CAV,12.64,346.42,E4_3,0.0
21.1,A_CAV11,310.78,48.4,90.0,A_CAV,13.83,310.78,E4_4,0.0
21.1,A_CAV2,278.14,35.6,90.0,A_CAV,13.81,278.14,E4_0,0.0
21.1,A_CAV3,255.06,35.6,90.0,A_CAV,13.72,255.06,E4_0,0.0
21.1,A_CAV4,311.34,38.8,90.0,A_CAV,13.86,311.34,E4_1,0.0
21.1,A_CAV5,261.93,38.8,90.0,A_CAV,11.92,261.93,E4_1,0.0
21.1,A_CAV6,263.13,42.0,90.0,A_CAV,13.86,263.13,E4_2,0.0
21.1,A_CAV7,238.78,42.0,90.0,A_CAV,13.46,238.78,E4_2,0.0
21.1,A_CAV8,346.5,42.0,90.0,A_CAV,13.86,346.5,E4_2,0.0
21.1,A_CAV9,334.06,48.4,90.0,A_CAV,13.85,334.06,E4_4,0.0
21.1,E_CAV0.0,354.74,35.6,90.0,E_CAV,14.85,354.74,E4_0,0.0
21.1,E_CAV1.0,379.24,35.6,90.0,E_CAV,14.84,379.24,E4_0,0.0
21.1,E_CAV2.0,396.06,45.2,90.0,E_CAV,14.84,396.06,E4_3,0.0
21.1,E_CAV3.0,415.71,35.6,90.0,E_CAV,14.57,415.71,E4_0,0.0
21.1,E_CAV4.0,403.73,38.8,90.0,E_CAV,13.26,403.73,E4_1,0.0
21.15,A_CAV0,302.18,35.6,90.0,A_CAV,13.88,302.18,E4_0,0.0
21.15,A_CAV1,326.15,35.6,90.0,A_CAV,13.87,326.15,E4_0,0.0
21.15,A_CAV10,347.05,45.2,90.0,A_CAV,12.69,347.05,E4_3,0.0
21.15,A_CAV11,311.47,48.4,90.0,A_CAV,13.83,311.47,E4_4,0.0
21.15,A_CAV2,278.83,35.6,90.0,A_CAV,13.8,278.83,E4_0,0.0
21.15,A_CAV3,255.75,35.6,90.0,A_CAV,13.72,255.75,E4_0,0.0
21.15,A_CAV4,312.03,38.8,90.0,A_CAV,13.83,312.03,E4_1,0.0
21.15,A_CAV5,262.53,38.8,90.0,A_CAV,11.94,262.53,E4_1,0.0
21.15,A_CAV6,263.82,42.0,90.0,A_CAV,13.83,263.82,E4_2,0.0
21.15,A_CAV7,239.45,42.0,90.0,A_CAV,13.48,239.45,E4_2,0.0
21.15,A_CAV8,347.2,42.0,90.0,A_CAV,13.85,347.2,E4_2,0.0
21.15,A_CAV9,334.75,48.4,90.0,A_CAV,13.84,334.75,E4_4,0.0
21.15,E_CAV0.0,355.48,35.6,90.0,E_CAV,14.85,355.48,E4_0,0.0
21.15,E_CAV1.0,379.98,35.6,90.0,E_CAV,14.84,379.98,E4_0,0.0
21.15,E_CAV2.0,396.8,45.2,90.0,E_CAV,14.85,396.8,E4_3,0.0
21.15,E_CAV3.0,416.44,35.6,90.0,E_CAV,14.63,416.44,E4_0,0.0
21.15,E_CAV4.0,404.39,38.8,90.0,E_CAV,13.25,404.39,E4_1,0.0
21.2,A_CAV0,302.87,35.6,90.0,A_CAV,13.86,302.87,E4_0,0.0
21.2,A_CAV1,326.84,35.6,90.0,A_CAV,13.84,326.84,E4_0,0.0
21.2,A_CAV10,347.68,45.2,90.0,A_CAV,12.64,347.68,E4_3,0.0
21.2,A_CAV11,312.16,48.4,90.0,A_CAV,13.77,312.16,E4_4,0.0
21.2,A_CAV2,279.52,35.6,90.0,A_CAV,13.82,279.52,E4_0,0.0
21.2,A_CAV3,256.43,35.6,90.0,A_CAV,13.71,256.43,E4_0,0.0
21.2,A_CAV4,312.72,38.8,90.0,A_CAV,13.85,312.72,E4_1,0.0
21.2,A_CAV5,263.12,38.8,90.0,A_CAV,11.93,263.12,E4_1,0.0
21.2,A_CAV6,264.51,42.0,90.0,A_CAV,13.85,264.51,E4_2,0.0
21.2,A_CAV7,240.13,42.0,90.0,A_CAV,13.49,240.13,E4_2,0.0
21.2,A_CAV8,347.89,42.0,90.0,A_CAV,13.87,347.89,E4_2,0.0
21.2,A_CAV9,335.45,48.4,90.0,A_CAV,13.86,335.45,E4_4,0.0
21.2,E_CAV0.0,356.23,35.6,90.0,E_CAV,14.86,356.23,E4_0,0.0
21.2,E_CAV1.0,380.72,35.6,90.0,E_CAV,14.85,380.72,E4_0,0.0
21.2,E_CAV2.0,397.54,45.2,90.0,E_CAV,14.85,397.54,E4_3,0.0
21.2,E_CAV3.0,417.17,35.6,90.0,E_CAV,14.6,417.17,E4_0,0.0
21.2,E_CAV4.0,405.06,38.8,90.0,E_CAV,13.28,405.06,E4_1,0.0
21.25,A_CAV0,303.56,35.6,90.0,A_CAV,13.84,303.56,E4_0,0.0
21.25,A_CAV1,327.54,35.6,90.0,A_CAV,13.88,327.54,E4_0,0.0
21.25,A_CAV10,348.32,45.2,90.0,A_CAV,12.69,348.32,E4_3,0.0
21.25,A_CAV11,312.85,48.4,90.0,A_CAV,13.81,312.85,E4_4,0.0
21.25,A_CAV2,280.21,35.6,90.0,A_CAV,13.79,280.21,E4_0,0.0
21.25,A_CAV3,257.12,35.6,90.0,A_CAV,13.71,257.12,E4_0,0.0
21.25,A_CAV4,313.42,38.8,90.0,A_CAV,13.84,313.42,E4_1,0.0
21.25,A_CAV5,263.72,38.8,90.0,A_CAV,11.97,263.72,E4_1,0.0
21.25,A_CAV6,265.2,42.0,90.0,A_CAV,13.84,265.2,E4_2,0.0
21.25,A_CAV7,240.8,42.0,90.0,A_CAV,13.48,240.8,E4_2,0.0
21.25,A_CAV8,348.58,42.0,90.0,A_CAV,13.83,348.58,E4_2,0.0
21.25,A_CAV9,336.14,48.4,90.0,A_CAV,13.85,336.14,E4_4,0.0
21.25,E_CAV0.0,356.97,35.6,90.0,E_CAV,14.84,356.97,E4_0,0.0
21.25,E_CAV1.0,381.46,35.6,90.0,E_CAV,14.87,381.46,E4_0,0.0
21.25,E_CAV2.0,398.28,45.2,90.0,E_CAV,14.88,398.28,E4_3,0.0
21.25,E_CAV3.0,417.9,35.6,90.0,E_CAV,14.6,417.9,E4_0,0.0
21.25,E_CAV4.0,405.72,38.8,90.0,E_CAV,13.23,405.72,E4_1,0.0
21.3,A_CAV0,304.26,35.6,90.0,A_CAV,13.87,304.26,E4_0,0.0
21.3,A_CAV1,328.23,35.6,90.0,A_CAV,13.84,328.23,E4_0,0.0
21.3,A_CAV10,348.95,45.2,90.0,A_CAV,12.66,348.95,E4_3,0.0
21.3,A_CAV11,313.54,48.4,90.0,A_CAV,13.81,313.54,E4_4,0.0
21.3,A_CAV2,280.9,35.6,90.0,A_CAV,13.81,280.9,E4_0,0.0
21.3,A_CAV3,257.8,35.6,90.0,A_CAV,13.71,257.8,E4_0,0.0
21.3,A_CAV4,314.11,38.8,90.0,A_CAV,13.85,314.11,E4_1,0.0
21.3,A_CAV5,264.32,38.8,90.0,A_CAV,11.95,264.32,E4_1,0.0
21.3,A_CAV6,265.9,42.0,90.0,A_CAV,13.88,265.9,E4_2,0.0
21.3,A_CAV7,241.47,42.0,90.0,A_CAV,13.44,241.47,E4_2,0.0
21.3,A_CAV8,349.27,42.0,90.0,A_CAV,13.86,349.27,E4_2,0.0
21.3,A_CAV9,336.83,48.4,90.0,A_CAV,13.86,336.83,E4_4,0.0
21.3,E_CAV0.0,357.71,35.6,90.0,E_CAV,14.84,357.71,E4_0,0.0
21.3,E_CAV1.0,382.21,35.6,90.0,E_CAV,14.87,382.21,E4_0,0.0
21.3,E_CAV2.0,399.03,45.2,90.0,E_CAV,14.88,399.03,E4_3,0.0
21.3,E_CAV3.0,418.63,35.6,90.0,E_CAV,14.6,418.63,E4_0,0.0
21.3,E_CAV4.0,406.38,38.8,90.0,E_CAV,13.28,406.38,E4_1,0.0
21.35,A_CAV0,304.95,35.6,90.0,A_CAV,13.83,304.95,E4_0,0.0
21.35,A_CAV1,328.92,35.6,90.0,A_CAV,13.86,328.92,E4_0,0.0
21.35,A_CAV10,349.58,45.2,90.0,A_CAV,12.68,349.58,E4_3,0.0
21.35,A_CAV11,314.23,48.4,90.0,A_CAV,13.82,314.23,E4_4,0.0
21.35,A_CAV2,281.59,35.6,90.0,A_CAV,13.83,281.59,E4_0,0.0
21.35,A_CAV3,258.49,35.6,90.0,A_CAV,13.7,258.49,E4_0,0.0
21.35,A_CAV4,314.8,38.8,90.0,A_CAV,13.85,314.8,E4_1,0.0
21.35,A_CAV5,264.92,38.8,90.0,A_CAV,11.95,264.92,E4_1,0.0
21.35,A_CAV6,266.59,42.0,90.0,A_CAV,13.89,266.59,E4_2,0.0
21.35,A_CAV7,242.15,42.0,90.0,A_CAV,13.47,242.15,E4_2,0.0
21.35,A_CAV8,349.97,42.0,90.0,A_CAV,13.86,349.97,E4_2,0.0
21.35,A_CAV9,337.52,48.4,90.0,A_CAV,13.86,337.52,E4_4,0.0
21.35,E_CAV0.0,358.45,35.6,90.0,E_CAV,14.85,358.45,E4_0,0.0
21.35,E_CAV1.0,382.95,35.6,90.0,E_CAV,14.87,382.95,E4_0,0.0
21.35,E_CAV2.0,399.77,45.2,90.0,E_CAV,14.89,399.77,E4_3,0.0
21.35,E_CAV3.0,419.36,35.6,90.0,E_CAV,14.63,419.36,E4_0,0.0
21.35,E_CAV4.0,407.04,38.8,90.0,E_CAV,13.25,407.04,E4_1,0.0
21.4,A_CAV0,305.64,35.6,90.0,A_CAV,13.85,305.64,E4_0,0.0
21.4,A_CAV1,329.62,35.6,90.0,A_CAV,13.88,329.62,E4_0,0.0
21.4,A_CAV10,350.22,45.2,90.0,A_CAV,12.67,350.22,E4_3,0.0
21.4,A_CAV11,314.92,48.4,90.0,A_CAV,13.79,314.92,E4_4,0.0
21.4,A_CAV2,282.29,35.6,90.0,A_CAV,13.82,282.29,E4_0,0.0
21.4,A_CAV3,259.18,35.6,90.0,A_CAV,13.77,259.18,E4_0,0.0
21.4,A_CAV4,315.5,38.8,90.0,A_CAV,13.89,315.5,E4_1,0.0
21.4,A_CAV5,265.51,38.8,90.0,A_CAV,11.96,265.51,E4_1,0.0
21.4,A_CAV6,267.28,42.0,90.0,A_CAV,13.83,267.28,E4_2,0.0
21.4,A_CAV7,242.82,42.0,90.0,A_CAV,13.48,242.82,E4_2,0.0
21.4,A_CAV8,350.66,42.0,90.0,A_CAV,13.87,350.66,E4_2,0.0
21.4,A_CAV9,338.22,48.4,90.0,A_CAV,13.87,338.22,E4_4,0.0
21.4,E_CAV0.0,359.2,35.6,90.0,E_CAV,14.88,359.2,E4_0,0.0
21.4,E_CAV1.0,383.69,35.6,90.0,E_CAV,14.85,383.69,E4_0,0.0
21.4,E_CAV2.0,400.52,45.2,90.0,E_CAV,14.87,400.52,E4_3,0.0
21.4,E_CAV3.0,420.09,35.6,90.0,E_CAV,14.6,420.09,E4_0,0.0
21.4,E_CAV4.0,407.71,38.8,90.0,E_CAV,13.28,407.71,E4_1,0.0
21.45,A_CAV0,306.33,35.6,90.0,A_CAV,13.86,306.33,E4_0,0.0
21.45,A_CAV1,330.31,35.6,90.0,A_CAV,13.86,330.31,E4_0,0.0
21.45,A_CAV10,350.85,45.2,90.0,A_CAV,12.68,350.85,E4_3,0.0
21.45,A_CAV11,315.61,48.4,90.0,A_CAV,13.83,315.61,E4_4,0.0
21.45,A_CAV2,282.98,35.6,90.0,A_CAV,13.81,282.98,E4_0,0.0
21.45,A_CAV3,259.86,35.6,90.0,A_CAV,13.71,259.86,E4_0,0.0
21.45,A_CAV4,316.19,38.8,90.0,A_CAV,13.85,316.19,E4_1,0.0
21.45,A_CAV5,266.11,38.8,90.0,A_CAV,11.97,266.11,E4_1,0.0
21.45,A_CAV6,267.97,42.0,90.0,A_CAV,13.84,267.97,E4_2,0.0
21.45,A_CAV7,243.49,42.0,90.0,A_CAV,13.45,243.49,E4_2,0.0
21.45,A_CAV8,351.35,42.0,90.0,A_CAV,13.87,351.35,E4_2,0.0
21.45,A_CAV9,338.91,48.4,90.0,A_CAV,13.83,338.91,E4_4,0.0
21.45,E_CAV0.0,359.94,35.6,90.0,E_CAV,14.82,359.94,E4_0,0.0
21.45,E_CAV1.0,384.44,35.6,90.0,E_CAV,14.88,384.44,E4_0,0.0
21.45,E_CAV2.0,401.26,45.2,90.0,E_CAV,14.85,401.26,E4_3,0.0
21.45,E_CAV3.0,420.82,35.6,90.0,E_CAV,14.58,420.82,E4_0,0.0
21.45,E_CAV4.0,408.37,38.8,90.0,E_CAV,13.28,408.37,E4_1,0.0
21.5,A_CAV0,307.03,35.6,90.0,A_CAV,13.86,307.03,E4_0,0.0
21.5,A_CAV1,331.0,35.6,90.0,A_CAV,13.84,331.0,E4_0,0.0
21.5,A_CAV10,351.49,45.2,90.0,A_CAV,12.66,351.49,E4_3,0.0
21.5,A_CAV11,316.3,48.4,90.0,A_CAV,13.77,316.3,E4_4,0.0
21.5,A_CAV2,283.67,35.6,90.0,A_CAV,13.81,283.67,E4_0,0.0
21.5,A_CAV3,260.55,35.6,90.0,A_CAV,13.71,260.55,E4_0,0.0
21.5,A_CAV4,316.88,38.8,90.0,A_CAV,13.87,316.88,E4_1,0.0
21.5,A_CAV5,266.71,38.8,90.0,A_CAV,11.96,266.71,E4_1,0.0
21.5,A_CAV6,268.67,42.0,90.0,A_CAV,13.84,268.67,E4_2,0.0
21.5,A_CAV7,244.17,42.0,90.0,A_CAV,13.5,244.17,E4_2,0.0
21.5,A_CAV8,352.05,42.0,90.0,A_CAV,13.85,352.05,E4_2,0.0
21.5,A_CAV9,339.6,48.4,90.0,A_CAV,13.85,339.6,E4_4,0.0
21.5,E_CAV0.0,360.68,35.6,90.0,E_CAV,14.83,360.68,E4_0,0.0
21.5,E_CAV1.0,385.18,35.6,90.0,E_CAV,14.88,385.18,E4_0,0.0
21.5,E_CAV2.0,402.0,45.2,90.0,E_CAV,14.84,402.0,E4_3,0.0
21.5,E_CAV3.0,421.55,35.6,90.0,E_CAV,14.61,421.55,E4_0,0.0
21.5,E_CAV4.0,409.03,38.8,90.0,E_CAV,13.25,409.03,E4_1,0.0
21.55,A_CAV0,307.72,35.6,90.0,A_CAV,13.84,307.72,E4_0,0.0
21.55,A_CAV1,331.7,35.6,90.0,A_CAV,13.87,331.7,E4_0,0.0
21.55,A_CAV10,352.12,45.2,90.0,A_CAV,12.68,352.12,E4_3,0.0
21.55,A_CAV11,316.99,48.4,90.0,A_CAV,13.81,316.99,E4_4,0.0
21.55,A_CAV2,284.36,35.6,90.0,A_CAV,13.81,284.36,E4_0,0.0
21.55,A_CAV3,261.24,35.6,90.0,A_CAV,13.72,261.24,E4_0,0.0
21.55,A_CAV4,317.57,38.8,90.0,A_CAV,13.86,317.57,E4_1,0.0
21.55,A_CAV5,267.31,38.8,90.0,A_CAV,11.94,267.31,E4_1,0.0
21.55,A_CAV6,269.36,42.0,90.0,A_CAV,13.85,269.36,E4_2,0.0
21.55,A_CAV7,244.84,42.0,90.0,A_CAV,13.45,244.84,E4_2,0.0
21.55,A_CAV8,352.74,42.0,90.0,A_CAV,13.88,352.74,E4_2,0.0
21.55,A_CAV9,340.29,48.4,90.0,A_CAV,13.87,340.29,E4_4,0.0
21.55,E_CAV0.0,361.43,35.6,90.0,E_CAV,14.89,361.43,E4_0,0.0
21.55,E_CAV1.0,385.92,35.6,90.0,E_CAV,14.86,385.92,E4_0,0.0
21.55,E_CAV2.0,402.74,45.2,90.0,E_CAV,14.86,402.74,E4_3,0.0
21.55,E_CAV3.0,422.28,35.6,90.0,E_CAV,14.63,422.28,E4_0,0.0
21.55,E_CAV4.0,409.7,38.8,90.0,E_CAV,13.27,409.7,E4_1,0.0
21.6,A_CAV0,308.41,35.6,90.0,A_CAV,13.87,308.41,E4_0,0.0
21.6,A_CAV1,332.39,35.6,90.0,A_CAV,13.86,332.39,E4_0,0.0
21.6,A_CAV10,352.75,45.2,90.0,A_CAV,12.69,352.75,E4_3,0.0
21.6,A_CAV11,317.68,48.4,90.0,A_CAV,13.85,317.68,E4_4,0.0
21.6,A_CAV2,285.05,35.6,90.0,A_CAV,13.8,285.05,E4_0,0.0
21.6,A_CAV3,261.92,35.6,90.0,A_CAV,13.73,261.92,E4_0,0.0
21.6,A_CAV4,318.27,38.8,90.0,A_CAV,13.85,318.27,E4_1,0.0
21.6,A_CAV5,267.9,38.8,90.0,A_CAV,11.92,267.9,E4_1,0.0
21.6,A_CAV6,270.05,42.0,90.0,A_CAV,13.83,270.05,E4_2,0.0
21.6,A_CAV7,245.52,42.0,90.0,A_CAV,13.5,245.52,E4_2,0.0
21.6,A_CAV8,353.43,42.0,90.0,A_CAV,13.84,353.43,E4_2,0.0
21.6,A_CAV9,340.99,48.4,90.0,A_CAV,13.86,340.99,E4_4,0.0
21.6,E_CAV0.0,362.17,35.6,90.0,E_CAV,14.83,362.17,E4_0,0.0
21.6,E_CAV1.0,386.67,35.6,90.0,E_CAV,14.83,386.67,E4_0,0.0
21.6,E_CAV2.0,403.49,45.2,90.0,E_CAV,14.86,403.49,E4_3,0.0
21.6,E_CAV3.0,423.01,35.6,90.0,E_CAV,14.58,423.01,E4_0,0.0
21.6,E_CAV4.0,410.36,38.8,90.0,E_CAV,13.23,410.36,E4_1,0.0
21.65,A_CAV0,309.1,35.6,90.0,A_CAV,13.84,309.1,E4_0,0.0
21.65,A_CAV1,333.08,35.6,90.0,A_CAV,13.85,333.08,E4_0,0.0
21.65,A_CAV10,353.39,45.2,90.0,A_CAV,12.63,353.39,E4_3,0.0
21.65,A_CAV11,318.37,48.4,90.0,A_CAV,13.8,318.37,E4_4,0.0
21.65,A_CAV2,285.74,35.6,90.0,A_CAV,13.84,285.74,E4_0,0.0
21.65,A_CAV3,262.61,35.6,90.0,A_CAV,13.76,262.61,E4_0,0.0
21.65,A_CAV4,318.96,38.8,90.0,A_CAV,13.84,318.96,E4_1,0.0
21.65,A_CAV5,268.5,38.8,90.0,A_CAV,11.96,268.5,E4_1,0.0
21.65,A_CAV6,270.74,42.0,90.0,A_CAV,13.83,270.74,E4_2,0.0
21.65,A_CAV7,246.19,42.0,90.0,A_CAV,13.46,246.19,E4_2,0.0
21.65,A_CAV8,354.13,42.0,90.0,A_CAV,13.86,354.13,E4_2,0.0
21.65,A_CAV9,341.68,48.4,90.0,A_CAV,13.84,341.68,E4_4,0.0
21.65,E_CAV0.0,362.91,35.6,90.0,E_CAV,14.85,362.91,E4_0,0.0
21.65,E_CAV1.0,387.41,35.6,90.0,E_CAV,14.84,387.41,E4_0,0.0
21.65,E_CAV2.0,404.23,45.2,90.0,E_CAV,14.88,404.23,E4_3,0.0
21.65,E_CAV3.0,423.74,35.6,90.0,E_CAV,14.63,423.74,E4_0,0.0
21.65,E_CAV4.0,411.02,38.8,90.0,E_CAV,13.27,411.02,E4_1,0.0
21.7,A_CAV0,309.8,35.6,90.0,A_CAV,13.89,309.8,E4_0,0.0
21.7,A_CAV1,333.77,35.6,90.0,A_CAV,13.84,333.77,E4_0,0.0
21.7,A_CAV10,354.02,45.2,90.0,A_CAV,12.65,354.02,E4_3,0.0
21.7,A_CAV11,319.06,48.4,90.0,A_CAV,13.81,319.06,E4_4,0.0
21.7,A_CAV2,286.43,35.6,90.0,A_CAV,13.82,286.43,E4_0,0.0
21.7,A_CAV3,263.3,35.6,90.0,A_CAV,13.76,263.3,E4_0,0.0
21.7,A_CAV4,319.65,38.8,90.0,A_CAV,13.83,319.65,E4_1,0.0
21.7,A_CAV5,269.1,38.8,90.0,A_CAV,11.94,269.1,E4_1,0.0
21.7,A_CAV6,271.43,42.0,90.0,A_CAV,13.85,271.43,E4_2,0.0
21.7,A_CAV7,246.86,42.0,90.0,A_CAV,13.45,246.86,E4_2,0.0
21.7,A_CAV8,354.82,42.0,90.0,A_CAV,13.89,354.82,E4_2,0.0
21.7,A_CAV9,342.37,48.4,90.0,A_CAV,13.83,342.37,E4_4,0.0
21.7,E_CAV0.0,363.65,35.6,90.0,E_CAV,14.84,363.65,E4_0,0.0
21.7,E_CAV1.0,388.15,35.6,90.0,E_CAV,14.87,388.15,E4_0,0.0
21.7,E_CAV2.0,404.97,45.2,90.0,E_CAV,14.87,404.97,E4_3,0.0
21.7,E_CAV3.0,424.48,35.6,90.0,E_CAV,14.62,424.48,E4_0,0.0
21.7,E_CAV4.0,411.69,38.8,90.0,E_CAV,13.26,411.69,E4_1,0.0
21.75,A_CAV0,310.49,35.6,90.0,A_CAV,13.87,310.49,E4_0,0.0
21.75,A_CAV1,334.46,35.6,90.0,A_CAV,13.83,334.46,E4_0,0.0
21.75,A_CAV10,354.65,45.2,90.0,A_CAV,12.63,354.65,E4_3,0.0
21.75,A_CAV11,319.75,48.4,90.0,A_CAV,13.76,319.75,E4_4,0.0
21.75,A_CAV2,287.12,35.6,90.0,A_CAV,13.87,287.12,E4_0,0.0
21.75,A_CAV3,263.99,35.6,90.0,A_CAV,13.76,263.99,E4_0,0.0
21.75,A_CAV4,320.34,38.8,90.0,A_CAV,13.86,320.34,E4_1,0.0
21.75,A_CAV5,269.69,38.8,90.0,A_CAV,11.91,269.69,E4_1,0.0
21.75,A_CAV6,272.13,42.0,90.0,A_CAV,13.87,272.13,E4_2,0.0
21.75,A_CAV7,247.54,42.0,90.0,A_CAV,13.48,247.54,E4_2,0.0
21.75,A_CAV8,355.51,42.0,90.0,A_CAV,13.88,355.51,E4_2,0.0
21.75,A_CAV9,343.06,48.4,90.0,A_CAV,13.84,343.06,E4_4,0.0
21.75,E_CAV0.0,364.39,35.6,90.0,E_CAV,14.85,364.39,E4_0,0.0
21.75,E_CAV1.0,388.89,35.6,90.0,E_CAV,14.84,388.89,E4_0,0.0
21.75,E_CAV2.0,405.72,45.2,90.0,E_CAV,14.89,405.72,E4_3,0.0
21.75,E_CAV3.0,425.21,35.6,90.0,E_CAV,14.63,425.21,E4_0,0.0
21.75,E_CAV4.0,412.35,38.8,90.0,E_CAV,13.23,412.35,E4_1,0.0
21.8,A_CAV0,311.18,35.6,90.0,A_CAV,13.88,311.18,E4_0,0.0
21.8,A_CAV1,335.16,35.6,90.0,A_CAV,13.88,335.16,E4_0,0.0
21.8,A_CAV10,355.28,45.2,90.0,A_CAV,12.65,355.28,E4_3,0.0
21.8,A_CAV11,320.44,48.4,90.0,A_CAV,13.79,320.44,E4_4,0.0
21.8,A_CAV2,287.82,35.6,90.0,A_CAV,13.84,287.82,E4_0,0.0
21.8,A_CAV3,264.67,35.6,90.0,A_CAV,13.77,264.67,E4_0,0.0
21.8,A_CAV4,321.04,38.8,90.0,A_CAV,13.87,321.04,E4_1,0.0
21.8,A_CAV5,270.29,38.8,90.0,A_CAV,11.95,270.29,E4_1,0.0
21.8,A_CAV6,272.82,42.0,90.0,A_CAV,13.87,272.82,E4_2,0.0
21.8,A_CAV7,248.21,42.0,90.0,A_CAV,13.44,248.21,E4_2,0.0
21.8,A_CAV8,356.21,42.0,90.0,A_CAV,13.85,356.21,E4_2,0.0
